Bootcamp Course,Bootcamp Format,Bootcamp Year,Bootcamp Start Date,Campus - Timezone,Created Date,Close Date,Stage,Discount Amount (converted),Scholarship Amount (converted),Amount (converted),Net Amount With VAT (converted),Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration
WD,FT,2017,2017-08-14,MAD,2017-06-29,2017-12-07,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1258.0
DA,PT,2020,2020-07-01,AMS,2019-09-11,2019-10-12,Paid Deposit,750.0,0.0,7500.0,6750.0,0,Not specified,other,Female,364.0
CY,FT,2020,2020-11-16,MAD,2020-10-25,2020-10-25,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,35.0
UX,FT,2018,2018-11-06,MEX,2018-01-24,2018-10-02,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,1049.0
WD,FT,2019,2019-07-01,MAD,2018-04-12,2018-12-12,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,735.0
UX,FT,2020,2020-06-01,BER,2018-12-28,2019-11-06,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,Social Media,Male,487.0
WD,FT,2017,2017-08-14,BCN,2017-06-07,2017-07-20,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,courseReport,Male,1251.0
WD,PT,2020,2020-02-06,PAR,2019-09-11,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,363.0
UX,FT,2018,2018-11-06,MEX,2018-01-24,2018-01-31,Closed lost,46.08,0.0,3225.81,3179.72,0,Not specified,Social Media,Male,1049.0
DA,FT,2019,2019-01-21,MAD,2018-04-12,2018-07-12,Paid Deposit,2500.0,0.0,7000.0,4500.0,0,Not specified,newspaperOrMagazine,Male,735.0
WD,PT,2020,2020-02-06,PAR,2019-09-11,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Female,363.0
UX,FT,2020,2020-12-10,MEX,2020-06-17,2020-07-07,Paid Deposit,691.24,0.0,4147.47,3456.22,0,Not specified,Referral,Female,155.0
UX,FT,2018,2018-11-06,MEX,2018-01-24,2018-01-25,Closed lost,46.08,0.0,3225.81,3179.72,0,Not specified,google,Female,1049.0
UX,FT,2019,2019-01-04,BCN,2018-04-12,2019-01-14,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,735.0
WD,FT,2016,2016-10-17,BCN,2016-07-14,2016-10-20,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1608.0
WD,FT,2020,2020-08-17,MAD,2020-06-20,2020-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,quora,Male,160.0
UX,FT,2018,2018-02-04,MIA,2018-01-24,2018-02-03,Closed lost,884.96,0.0,9734.51,8849.56,0,Not specified,other,Female,1049.0
DA,FT,2019,2019-02-25,BCN,2018-04-12,2018-11-12,Paid Deposit,6500.0,0.0,7000.0,500.0,0,Not specified,other,Male,735.0
UX,FT,2017,2017-06-03,MAD,2016-07-31,2016-12-23,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1591.0
WD,PT,2017,2017-10-24,MAD,2017-12-07,2018-12-03,Closed lost,1500.0,0.0,6500.0,5000.0,0,Not specified,Referral,Female,1245.0
WD,FT,2020,2020-06-01,BER,2019-09-11,2019-11-13,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,391.0
WD,FT,2020,2020-01-06,BER,2020-03-31,2020-04-06,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,231.0
UX,FT,2018,2018-03-18,PAR,2018-01-24,2018-01-25,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1049.0
WD,PT,2019,2019-01-21,SAO,2018-08-12,2019-11-01,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Male,731.0
UX,PT,2020,2020-03-02,PAR,2020-02-01,2020-08-01,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,335.0
WD,FT,2017,2017-04-09,PAR,2017-07-13,2017-07-26,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1244.0
UX,FT,2020,2020-02-17,AMS,2019-09-11,2019-11-21,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,383.0
WD,FT,2018,2018-11-06,BCN,2018-01-24,2018-07-19,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1049.0
WD,PT,2019,2019-05-08,SAO,2019-12-06,2019-12-07,Paid Deposit,1000.0,0.0,4000.0,3000.0,0,Not specified,Social Media,Male,473.0
UX,FT,2017,2017-06-03,MAD,2016-07-31,2016-12-23,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1591.0
WD,FT,2017,2017-04-09,PAR,2017-07-13,2017-10-08,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1244.0
DA,FT,2020,2020-06-01,PAR,2019-09-11,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Female,381.0
WD,FT,2018,2018-03-18,PAR,2018-01-24,2018-02-14,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1049.0
UX,FT,2017,2017-01-16,BCN,2016-08-31,2016-12-19,Closed lost,500.0,0.0,6500.0,6000.0,0,Not specified,Social Media,Male,1560.0
WD,FT,2017,2017-10-16,BCN,2017-07-13,2017-08-22,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,google,Female,1244.0
WD,FT,2019,2019-03-18,LIS,2018-09-12,2018-12-27,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,Social Media,Male,730.0
UX,FT,2017,2017-12-06,BCN,2016-07-31,2017-06-04,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1591.0
UX,FT,2017,2017-08-21,MIA,2017-07-13,2017-09-08,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Social Media,Male,1244.0
DA,PT,2020,2020-04-27,MAD,2019-11-14,2020-02-21,Closed lost,0.0,0.0,7500.0,6375.0,0,Not specified,IronhackEvent,Female,341.0
DA,PT,2020,2020-10-20,LIS,2020-09-23,2020-12-10,Paid Deposit,2000.0,0.0,7500.0,5250.0,0,Not specified,Social Media,Female,57.0
DA,PT,2019,2019-04-22,MAD,2018-11-12,2019-06-02,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,728.0
UX,FT,2017,2017-12-06,BCN,2016-07-31,2017-10-03,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1591.0
WD,PT,2019,2019-10-12,BCN,2019-11-14,2019-12-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Female,375.0
DA,FT,2020,2020-07-27,AMS,2020-03-30,2020-05-15,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,Social Media,Female,207.0
WD,PT,2018,2018-04-24,PAR,2018-03-02,2018-12-02,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1039.0
UX,FT,2019,2019-07-01,BCN,2018-09-12,2018-11-12,Paid Deposit,1500.0,0.0,7000.0,5500.0,0,Not specified,other,Male,730.0
WD,PT,2016,2016-08-10,BCN,2016-07-31,2016-10-24,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Female,1591.0
UX,FT,2019,2019-11-18,SAO,2019-11-14,2019-11-14,Paid Deposit,600.0,0.0,4000.0,3400.0,0,Not specified,google,Male,390.0
WD,FT,2020,2020-04-05,RMT-Europe,2020-03-31,2020-03-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,246.0
UX,FT,2018,2018-11-06,MIA,2018-03-02,2018-04-27,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Social Media,Female,1039.0
UX,FT,2019,2019-06-05,BCN,2018-09-12,2018-12-12,Paid Deposit,0.0,0.0,7000.0,7000.0,1,Not specified,other,Male,730.0
WD,FT,2017,2017-12-06,MAD,2016-08-23,2016-11-24,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,google,Male,1568.0
UX,FT,2017,2017-10-23,PAR,2017-07-13,2017-07-27,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1244.0
DA,PT,2020,2020-06-16,BCN,2019-11-14,2019-12-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,IronhackEvent,Male,246.0
UX,FT,2019,2019-03-25,AMS,2018-09-12,2019-04-02,Paid Deposit,0.0,0.0,6000.0,6000.0,0,Not specified,switchup,Female,730.0
UX,FT,2016,2016-10-10,BCN,2016-08-23,2016-09-25,Closed lost,500.0,0.0,6500.0,6000.0,0,Not specified,Social Media,Female,1568.0
UX,FT,2017,2017-08-14,BCN,2017-07-13,2017-07-25,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1244.0
WD,FT,2019,2019-11-18,SAO,2019-11-14,2019-11-19,Closed lost,705.88,0.0,4000.0,3294.12,0,Not specified,google,Male,385.0
UX,FT,2020,2020-06-15,PAR,2020-03-30,2020-03-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Referral,Female,252.0
WD,PT,2018,2018-04-24,MAD,2018-03-02,2018-03-04,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,IronhackEvent,Female,1039.0
WD,FT,2019,2019-06-24,AMS,2018-09-12,2019-04-01,Paid Deposit,0.0,0.0,6000.0,6000.0,0,Not specified,google,Male,730.0
UX,FT,2017,2017-01-16,MAD,2016-08-23,2016-12-23,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Social Media,Female,1568.0
WD,FT,2017,2017-10-16,BCN,2017-07-13,2017-09-18,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1244.0
WD,FT,2019,2019-11-18,SAO,2019-11-14,2019-11-15,Paid Deposit,825.88,0.0,4000.0,3174.12,0,Not specified,Referral,Male,389.0
WD,FT,2020,2020-04-05,RMT-Europe,2020-01-04,2020-06-30,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,other,Female,231.0
WD,FT,2018,2018-03-19,MAD,2018-03-02,2018-03-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,IronhackEvent,Female,1039.0
DA,FT,2019,2019-06-24,BCN,2018-09-12,2018-11-12,Paid Deposit,7000.0,0.0,7000.0,0.0,0,Not specified,other,Male,730.0
UX,FT,2016,2016-10-10,BCN,2016-08-24,2016-10-21,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Social Media,Female,1567.0
WD,PT,2017,2017-10-24,MAD,2017-07-25,2017-08-22,Paid Deposit,650.0,0.0,6500.0,5850.0,0,Not specified,Social Media,Female,1232.0
WD,PT,2020,2020-08-01,SAO,2019-11-14,2019-12-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,379.0
UX,PT,2020,2020-09-21,PAR,2020-03-30,2020-03-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Female,249.0
WD,FT,2018,2018-02-04,MIA,2018-04-02,2018-07-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Social Media,Male,1038.0
WD,PT,2019,2019-09-17,LIS,2018-09-12,2019-04-01,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,730.0
UX,FT,2016,2016-10-10,BCN,2016-08-24,2016-10-21,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Application form,Male,1567.0
WD,FT,2018,2018-08-01,MAD,2017-07-25,2017-12-19,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1232.0
WD,FT,2019,2019-11-18,SAO,2019-11-14,2019-11-15,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,389.0
DA,PT,2020,2020-03-06,PAR,2020-03-30,2020-03-31,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,newspaperOrMagazine,Female,215.0
WD,FT,2018,2018-03-19,MAD,2018-04-02,2018-08-03,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,IronhackEvent,Female,1038.0
WD,FT,2019,2019-04-02,BCN,2018-09-12,2019-02-28,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,730.0
WD,FT,2017,2017-10-16,MAD,2017-02-08,2018-03-13,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1224.0
UX,PT,2020,2020-01-28,BER,2019-11-19,2020-01-13,Paid Deposit,1200.0,0.0,8000.0,6800.0,0,Not specified,Referral,Male,333.0
WD,FT,2020,2020-04-05,RMT-Europe,2020-03-30,2020-03-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Female,246.0
WD,FT,2019,2019-01-04,BCN,2018-09-12,2018-12-24,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,730.0
WD,FT,2016,2016-10-24,MAD,2016-08-24,2016-09-19,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1567.0
WD,FT,2020,2020-03-23,BER,2019-11-19,2019-11-19,Closed lost,0.0,0.0,7500.0,6375.0,0,Not specified,google,Male,378.0
WD,FT,2020,2020-03-08,MEX,2020-03-31,2020-06-01,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,IronStar,Prefer not to disclose,251.0
WD,PT,2019,2019-05-28,BCN,2018-09-12,2018-12-12,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,other,Male,730.0
WD,FT,2017,2017-08-14,BCN,2017-07-25,2017-08-14,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,switchup,Male,1232.0
WD,PT,2020,2020-08-01,SAO,2019-11-19,2019-12-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Female,379.0
WD,FT,2020,2020-06-07,RMT-Europe,2020-06-23,2020-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,117.0
WD,FT,2019,2019-01-04,MIA,2018-09-12,2019-07-01,Paid Deposit,0.0,0.0,10176.99,10176.99,0,Not specified,Referral,Male,730.0
WD,FT,2017,2017-08-14,BCN,2017-07-16,2017-07-31,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1241.0
DA,FT,2020,2020-06-01,PAR,2019-11-19,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,356.0
UX,PT,2020,2020-04-28,MAD,2020-06-04,2020-06-30,Closed lost,1000.0,0.0,7500.0,5525.0,0,Not specified,Social Media,Female,244.0
WD,PT,2019,2019-01-21,AMS,2018-09-12,2018-12-15,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,730.0
WD,FT,2020,2020-10-08,BER,2018-12-24,2019-01-31,Paid Deposit,700.0,0.0,7500.0,6800.0,1,Personal matters,Referral,Female,545.0
WD,FT,2017,2017-04-09,PAR,2017-07-25,2017-09-21,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1232.0
WD,FT,2020,2020-01-13,MAD,2019-11-19,2019-12-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,371.0
WD,FT,2020,2020-01-06,SAO,2020-03-31,2020-03-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,229.0
WD,FT,2020,2020-10-08,BER,2020-03-14,2020-03-14,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,216.0
UX,FT,2017,2017-10-23,MIA,2017-07-26,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Social Media,Female,1232.0
DA,FT,2020,2020-01-13,MAD,2019-11-19,2019-12-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,370.0
WD,FT,2020,2020-04-05,RMT-Europe,2020-02-04,2020-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,237.0
WD,FT,2018,2018-11-06,BCN,2018-04-02,2018-08-30,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1038.0
DA,PT,2019,2019-03-19,SAO,2018-12-20,2018-12-28,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Male,719.0
WD,PT,2020,2020-01-06,MIA,2020-04-04,2020-06-30,Closed lost,0.0,0.0,11504.42,11504.42,0,Not specified,Referral,Female,211.0
WD,FT,2019,2019-07-01,SAO,2018-12-20,2018-12-28,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Male,719.0
WD,PT,2017,2017-04-18,BCN,2016-10-14,2017-01-20,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Blog,Male,1516.0
UX,FT,2017,2017-08-14,BCN,2017-07-26,2017-08-14,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1231.0
DA,FT,2020,2020-02-17,SAO,2019-11-19,2019-12-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,328.0
DA,FT,2020,2020-09-11,PAR,2020-06-22,2020-06-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,switchup,Female,112.0
UX,FT,2019,2019-01-28,PAR,2018-12-20,2019-08-04,Paid Deposit,2500.0,0.0,7500.0,5000.0,0,Not specified,google,Male,719.0
WD,FT,2017,2017-03-04,BCN,2016-10-15,2017-03-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,1516.0
WD,FT,2018,2018-08-01,BCN,2017-08-16,2017-11-23,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,switchup,Female,1210.0
DA,FT,2020,2020-01-13,MAD,2019-11-19,2019-12-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,363.0
WD,PT,2020,2020-01-06,MIA,2020-02-04,2020-06-30,Closed lost,0.0,0.0,11504.42,11504.42,0,Not specified,google,Male,221.0
DA,PT,2019,2019-03-19,SAO,2018-12-20,2019-09-01,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,newspaperOrMagazine,Male,719.0
WD,FT,2017,2017-02-10,MIA,2017-08-16,2017-08-24,Closed lost,884.96,0.0,9734.51,8849.56,0,Not specified,google,Male,1210.0
WD,FT,2020,2020-06-01,MEX,2019-11-24,2019-12-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Male,287.0
UX,FT,2019,2019-10-21,MIA,2018-12-20,2019-01-03,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,Referral,Female,719.0
WD,PT,2017,2017-04-18,MAD,2016-10-15,2016-12-20,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Application form,Male,1515.0
DA,PT,2020,2020-08-01,SAO,2019-11-24,2019-12-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Female,321.0
WD,PT,2020,2020-02-06,RMT-Europe,2020-01-04,2020-06-30,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,IronhackEvent,Female,237.0
WD,FT,2018,2018-11-06,MAD,2018-05-02,2018-12-06,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,IronhackEvent,Female,1037.0
WD,FT,2019,2019-01-04,BCN,2018-12-20,2019-07-03,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,719.0
WD,FT,2017,2017-01-16,MAD,2016-10-15,2017-01-27,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Application form,Male,1515.0
WD,FT,2020,2020-06-01,PAR,2019-11-24,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,363.0
WD,FT,2018,2018-03-18,PAR,2018-02-14,2018-02-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1028.0
WD,FT,2019,2019-10-06,MIA,2018-12-20,2019-01-26,Closed lost,884.96,0.0,10176.99,9292.04,0,Not specified,google,Female,719.0
WD,FT,2017,2017-01-16,MAD,2016-10-15,2016-11-29,Closed lost,2000.0,0.0,6500.0,4500.0,0,Not specified,Blog,Male,1515.0
WD,FT,2017,2017-10-16,MAD,2017-08-16,2017-11-09,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,1210.0
DA,PT,2020,2020-07-01,AMS,2019-11-24,2019-12-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,356.0
UX,FT,2020,2020-01-06,MAD,2020-01-04,2020-04-13,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,other,Female,239.0
WD,PT,2018,2018-04-24,PAR,2018-02-14,2018-03-14,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1028.0
WD,FT,2019,2019-07-01,SAO,2018-12-20,2019-04-01,Closed lost,376.47,0.0,3764.71,3388.24,0,Not specified,other,Female,719.0
WD,FT,2017,2017-03-04,MAD,2016-10-16,2017-09-02,Paid Deposit,5500.0,0.0,6500.0,1000.0,0,Not specified,newspaperOrMagazine,Male,1514.0
WD,PT,2017,2017-10-24,MAD,2017-08-16,2017-08-29,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1210.0
WD,FT,2020,2020-01-20,MIA,2019-11-24,2019-12-31,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,google,Male,378.0
WD,FT,2018,2018-03-18,PAR,2018-02-14,2018-02-15,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,1028.0
UX,FT,2019,2019-03-18,MAD,2018-12-20,2019-01-15,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,719.0
WD,FT,2017,2017-01-16,MAD,2016-10-16,2016-11-29,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Application form,Male,1514.0
WD,FT,2018,2018-03-19,PAR,2017-08-16,2017-09-21,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Female,1210.0
UX,FT,2020,2020-03-23,BER,2019-11-24,2019-12-31,Closed lost,0.0,0.0,7500.0,6375.0,0,Not specified,google,Male,356.0
WD,FT,2020,2020-04-05,RMT-Europe,2020-04-04,2020-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,IronhackEvent,Female,238.0
WD,FT,2018,2018-03-19,BCN,2018-02-14,2018-06-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1028.0
UX,PT,2019,2019-10-22,MAD,2018-12-20,2018-12-21,Paid Deposit,2500.0,0.0,7500.0,5000.0,0,Not specified,other,Female,719.0
UX,FT,2017,2017-01-16,MAD,2016-10-16,2016-11-29,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Application form,Male,1514.0
UX,FT,2017,2017-08-21,MIA,2017-08-16,2018-10-04,Closed lost,884.96,0.0,9734.51,8849.56,0,Not specified,other,Male,1210.0
WD,PT,2020,2020-02-06,PAR,2019-11-24,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,323.0
UX,FT,2021,2021-11-01,BER,2020-08-09,2020-08-09,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,other,Female,62.0
UX,FT,2018,2018-11-06,BCN,2018-04-20,2018-06-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,963.0
UX,FT,2019,2019-10-06,MIA,2018-12-20,2019-11-03,Paid Deposit,0.0,0.0,10176.99,10176.99,0,Not specified,switchup,Male,719.0
WD,FT,2017,2017-12-06,BCN,2016-10-17,2017-04-21,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Application form,Male,1513.0
WD,FT,2017,2017-10-16,MAD,2017-08-16,2017-08-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Blog,Female,1210.0
DA,PT,2020,2020-06-16,BCN,2019-11-24,2019-12-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,257.0
UX,FT,2020,2020-12-10,AMS,2020-06-04,2020-06-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Female,245.0
UX,FT,2018,2018-03-18,PAR,2018-02-19,2018-03-15,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1023.0
UX,PT,2019,2019-04-23,MAD,2018-12-20,2018-12-21,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,IronhackEvent,Male,719.0
UX,FT,2017,2017-01-16,MAD,2016-10-17,2016-10-20,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1513.0
WD,FT,2017,2017-04-09,PAR,2017-08-16,2017-09-22,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,1210.0
DA,PT,2020,2020-03-06,PAR,2019-11-24,2019-12-23,Paid Deposit,0.0,0.0,8000.0,8000.0,1,No time,google,Male,351.0
UX,FT,2018,2018-02-04,MAD,2018-02-14,2018-02-18,Paid Deposit,2500.0,0.0,6500.0,4000.0,0,Not specified,Referral,Male,1028.0
UX,FT,2019,2019-02-25,MEX,2018-12-20,2019-01-19,Paid Deposit,460.83,0.0,3225.81,2764.98,0,Not specified,Referral,Prefer not to disclose,719.0
WD,FT,2018,2018-03-19,MAD,2017-08-19,2017-09-22,Closed lost,21000.0,0.0,6500.0,-14500.0,0,Not specified,Social Media,Male,1207.0
DA,PT,2020,2020-03-06,PAR,2019-11-24,2019-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Female,306.0
DA,PT,2020,2020-03-06,PAR,2020-01-04,2020-06-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Male,190.0
UX,FT,2018,2018-02-04,MAD,2018-02-14,2018-08-03,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,other,Male,1028.0
UX,FT,2019,2019-04-02,MAD,2018-12-20,2019-02-01,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,719.0
WD,FT,2017,2017-10-05,MIA,2016-11-22,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Referral,Male,1477.0
WD,FT,2018,2018-03-19,BCN,2017-08-19,2018-02-26,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,newspaperOrMagazine,Male,1207.0
UX,PT,2020,2020-08-01,SAO,2019-11-28,2019-12-28,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Female,309.0
UX,FT,2020,2020-01-06,SAO,2020-04-04,2020-06-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,229.0
WD,FT,2018,2018-05-08,PAR,2018-02-14,2018-02-14,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,1028.0
WD,PT,2019,2019-01-21,AMS,2018-12-20,2019-11-01,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Female,719.0
WD,FT,2017,2017-01-16,BCN,2016-11-24,2016-12-13,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,google,Male,1475.0
UX,FT,2017,2017-08-21,MIA,2017-08-19,2018-10-04,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,other,Female,1207.0
WD,FT,2020,2020-01-13,MAD,2019-11-28,2019-12-28,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,newspaper_or_magazine,Male,344.0
WD,FT,2020,2020-08-06,PAR,2020-01-04,2020-06-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Female,244.0
WD,FT,2018,2018-11-06,MAD,2018-02-14,2018-08-05,Closed lost,1000.0,0.0,6500.0,5500.0,0,Not specified,Social Media,Male,1028.0
